bookId,chapterId,verseId,verseText
1,3,6,  mulher árvore boa comer agradável olho árvore desejável dar entendimento tomou fruto comeu deu marido comeu  
1,3,7,  olho ambos abriram perceber nu costuraram folha figueira fizeram cintas  
1,3,8,  ouvirem voz senhor deus andava jardim soprava vento suave homem mulher esconderam presença senhor deus árvore jardim  
1,3,9,  senhor deus chamou homem perguntou  
1,3,10,  respondeu ouvi voz jardim nu medo escondi  
1,3,11,  deus perguntou nu comeu árvore ordenei comesse  
1,3,12,  homem mulher estar comigo deu árvore comi  
1,3,13,  senhor deus mulher que fez mulher respondeu serpente enganou comi  
1,3,14,  senhor deus serpente fez maldita animais doméstico animais selvagens rastejará ventre comerá pó dia vida  
1,3,15,  porei inimizade mulher descendência descendente ferirá cabeça ferirá calcanhar  
1,3,16,  mulher aumentarei sofrimento gravidez dor dará luz filhos desejo marido governará  
1,3,17,  adão dado ouvido voz mulher comido árvore ordenado comesse maldita terra fadiga obterá sustento durante dia vida  
1,3,18,  produzirá espinho erva daninhas comerá erva campo  
1,3,19,  suor rosto comerá pão volte terra formado pó pó voltará  
1,3,20,  homem deu mulher nome eva mãe seres humano  
1,3,21,  senhor deus fez roupa pele vestiu adão mulher  
1,3,22,  senhor deus homem tornou conhecedor preciso impedir estenda mão tome árvore vida coma viva eternamente  
1,3,23,  senhor deus lançou jardim éden cultivar terra tomado  
1,3,24,  lançar homem deus colocou querubins leste jardim éden espada flamejante movia direções guardar caminho árvore vida  
1,4,1,  adão relações eva mulher ficou grávida deu luz caim adquiri varão auxílio senhor  
1,4,2,  deu luz abel irmão caim abel pastor ovelha caim agricultor  
1,4,3,  aconteceu fim tempo caim trouxe fruto terra oferta senhor  
1,4,4,  abel trouxe primícias rebanho gordura senhor agradou abel oferta  
1,4,5,  caim oferta agradou caim ficou irritado fechou cara  
1,4,6,  senhor anda irritado cara fechada  
1,4,7,  fizer verdade aceito fizer que pecado porta espera desejo necessário domine  
1,4,8,  caim abel irmão vamos campo estar campo caim levantou abel irmão matou  
1,4,9,  senhor caim abel irmão respondeu sei guardador irmão  
1,4,10,  senhor que fez voz sangue irmão clama terra  
1,4,11,  maldito terra cuja boca abriu receber mão sangue irmão  
1,4,12,  cultivar solo dará força fugitivo errante terra  
1,4,13,  caim senhor castigo poderei suportálo  
1,4,14,  expulsa face terra presença esconder fugitivo errante terra encontrar comigo matará  
1,4,15,  senhor matar caim vingado sete senhor pôs sinal caim viesse encontrálo matasse  
1,4,16,  caim retirou presença senhor habitou terra node leste éden  
1,4,17,  caim relações mulher ficou grávida deu luz enoque caim edificou cidade chamou enoque nome filho  
1,4,18,  enoque nasceu irade irade gerou meujael meujael gerou metusael metusael gerou lameque  
1,4,19,  lameque tomou duas esposa nome ada nome zilá  
1,4,20,  ada deu luz jabal pai habitam tenda possuem gado  
1,4,21,  nome irmão jubal pai tocam harpa flauta  
1,4,22,  zilá deu luz tubalcaim artífice instrumento cortante bronze ferro irmã tubalcaim naamá  
1,4,23,  lameque esposa ada zilá ouçam digo mulheres lameque escutem dizer matei homem feriu jovem machucou  
1,4,24,  caim vingado sete lameque vingado setenta sete  
1,4,25,  adão tornou relações mulher deu luz filho pôs nome sete deus concedeu descendente lugar abel caim matou  
1,4,26,  sete nasceulhe filho pôs nome enos nesse tempo começou invocar nome senhor  
1,5,1,  livro genealogia adão dia deus criou humano semelhança deus fez  
1,5,2,  deus criou homem mulher abençoou deu nome humano dia criado  
1,5,3,  adão viveu cento trinta ano gerou filho semelhança conforme imagem deu nome sete  
1,5,4,  gerou filho adão viveu oitocentos ano filhos filha  
1,5,5,  dia vida adão novecentos trinta ano morreu  
1,5,6,  sete viveu cento cinco ano gerou enos  
1,5,7,  gerou enos sete viveu oitocentos sete ano filhos filha  
1,5,8,  dia sete novecentos doze ano morreu  
1,5,9,  enos viveu noventa ano gerou cainã  
1,5,10,  gerou cainã enos viveu oitocentos quinze ano filhos filha  
1,5,11,  dia enos novecentos cinco ano morreu  
1,5,12,  cainã viveu setenta ano gerou maalalel  
1,5,13,  gerou maalalel cainã viveu oitocentos quarenta ano filhos filha  
1,5,14,  dia cainã novecentos dez ano morreu  
1,5,15,  maalalel viveu sessenta cinco ano gerou jarede  
1,5,16,  gerou jarede maalalel viveu oitocentos trinta ano filhos filha  
1,5,17,  dia maalalel oitocentos noventa cinco ano morreu  
1,5,18,  jarede viveu cento sessenta dois ano gerou enoque  
1,5,19,  gerou enoque jarede viveu oitocentos ano filhos filha  
1,5,20,  dia jarede novecentos sessenta dois ano morreu  
1,5,21,  enoque viveu sessenta cinco ano gerou metusalém  
1,5,22,  enoque andou deus gerou metusalém viveu trezentos ano filhos filha  
1,5,23,  dia enoque trezentos sessenta cinco ano  
1,5,24,  enoque andou deus visto deus levou junto  
1,5,25,  metusalém viveu cento oitenta sete ano gerou lameque  
1,5,26,  gerou lameque metusalém viveu setecentos oitenta dois ano filhos filha  
1,5,27,  dia metusalém novecentos sessenta nove ano morreu  
1,5,28,  lameque viveu cento oitenta dois ano gerou filho  
1,5,29,  deulhe nome noé consolará trabalho fadiga mão terra senhor amaldiçoou  
1,5,30,  gerou noé lameque viveu quinhentos noventa cinco ano filhos filha  
1,5,31,  dia lameque setecentos setenta sete ano morreu  
1,5,32,  noé quinhentos ano idade gerou cam jafé  
1,6,1,  pessoa começaram multiplicar face terra filha  
1,6,2,  filhos deus viram filha homens bonita tomaram mulheres agradaram  
1,6,3,  senhor espírito agirá humano carnal dia cento vinte ano  
1,6,4,  naquele tempo gigantes terra filhos deus possuíram filha homens deram filhos valente homens renome antiguidade  
1,6,5,  senhor viu maldade pessoa multiplicado terra desígnio coração continuamente mau  
1,6,6,  senhor ficou triste haver humano terra pesou coração  
1,6,7,  senhor farei desaparecer face terra humano criei destruirei pessoa animais seres rastejam ave céu triste havêlo  
1,6,8,  noé encontrou favor olho senhor  
1,6,9,  gerações noé noé homem justo íntegro contemporâneos noé andava deus  
1,6,10,  gerou três filhos cam jafé  
1,6,11,  terra corrompida vista deus cheia violência  
1,6,12,  deus olhou terra corrompida seres vivo haviam corrompido caminho terra  
1,6,13,  deus noé resolvi acabar seres humano terra cheia violência destruirei juntamente terra  
1,6,14,  faça arca tábua cipreste nela fará compartimentos revestirá betume por  
1,6,15,  fará comprimento cento trinta metro largura vinte dois altura treze  
1,6,16,  faça cobertura deixar arca abertura metro coloque porta lateral faça três andares embaixo um terceiro  
1,6,17,  vou trazer dilúvio água terra destruir fôlego vida céu terra destruído  
1,6,18,  estabelecerei aliança entrará arca filhos mulher mulheres filhos  
1,6,19,  seres vivo fará entrar arca dois espécie macho fêmea conserválo vivo  
1,6,20,  ave espécie gado espécie animal rasteja terra espécie dois espécie virão conservado vivo  
1,6,21,  leve tipo comida armazenea alimento  
1,6,22,  noé fez conforme deus ordenado fez  
1,7,1,  senhor noé arca família reconheço justo geração  
1,7,2,  animal puro leve sete pare macho fêmea animais impuro leve par macho fêmea  
1,7,3,  ave céu leve sete pare macho fêmea conservar semente face terra  
1,7,4,  daqui sete dia farei chover terra durante quarenta dia quarenta noite farei desaparecer superfície terra seres fiz  
1,7,5,  noé fez senhor ordenado  
1,7,6,  noé seiscentos ano idade água dilúvio inundaram terra  
1,7,7,  água dilúvio noé entrou arca filhos mulher mulheres filhos  
1,7,8,  animais puro animais impuro ave animal rasteja terra  
1,7,9,  entraram junto noé arca dois dois macho fêmea deus ordenado noé  
1,7,10,  aconteceu sete dia vieram terra água dilúvio  
1,7,11,  ano seiscentos vida noé dezessete dia mês nesse dia romperamse fonte abismo comportas céu abriram  
1,7,12,  caiu chuva terra durante quarenta dia quarenta noite  
1,7,13,  nesse dia entraram arca noé filhos cam jafé mulher mulheres filhos  
1,7,14,  entraram animais espécie gado espécie animais rastejam terra espécie ave espécie pássaro asa  
1,7,15,  seres fôlego vida entraram arca dois dois junto noé  
1,7,16,  macho fêmea entraram seres vivo deus ordenado noé senhor fechou porta arca  
1,7,17,  dilúvio durou quarenta dia terra água subiram elevaram arca terra  
1,7,18,  água prevaleceram aumentaram terra arca flutuava água  
1,7,19,  água prevaleceram terra cobriram alto monte céu  
1,7,20,  água ficaram sete metro monte coberto  
1,7,21,  morreram seres vivo moviam terra ave animais doméstico animais selvagens enxame criatura povoam terra seres humano  
1,7,22,  terra seca fôlego vida narinas morreu  
1,7,23,  exterminado seres face terra pessoa animais seres rastejam ave céu extintos terra ficou noé arca  
1,7,24,  água prevaleceram terra durante cento cinquenta dia  
1,8,1,  deus lembrou noé animais selvagens animais doméstico arca deus fez soprar vento terra água começaram baixar  
1,8,2,  fecharamse fonte abismo comportas céu chuva céu deteve  
1,8,3,  água iam escoar continuamente face terra fim cento cinquenta dia água baixado  
1,8,4,  dia dezessete sétimo mês arca repousou montanha ararate  
1,8,5,  água continuaram baixar décimo mês dia mês apareceram pico montanha  
1,8,6,  quarenta dia noé abriu janela arca  
1,8,7,  soltou corvo saído ia voltava secaram água terra  
1,8,8,  noé soltou pomba água diminuído superfície terra  
1,8,9,  pomba achar lugar pousar pé voltou junto noé arca água cobriam terra noé estender mão pegou pomba recolheu consigo arca trouxe novo arca  
1,8,10,  noé esperou sete dia novo soltou pomba arca  
1,8,11,  voltou trazer bico folha nova oliveira noé entendeu água baixado terra  
1,8,12,  esperou sete dia novo soltou pomba voltou  
1,8,13,  aconteceu dia mês ano seiscentos água terra secaram noé removeu cobertura arca olhou solo enxuto  
1,8,14,  vinte sete dia mês terra seca  
1,8,15,  deus noé  
1,8,16,  saia arca mulher filhos mulheres filhos  
1,8,17,  faça sair animais ave gado animal rasteja terra povoem terra fecundo nela multipliquem  
1,8,18,  saiu noé filhos mulher mulheres filhos  
1,8,19,  saíram arca animais animais rastejam ave move terra família  
1,8,20,  noé levantou altar senhor tomar animais puro ave pura ofereceu holocausto altar  
1,8,21,  senhor aspirou aroma agradável consigo vou amaldiçoar terra pessoa mau desígnio íntimo humano mocidade vou destruir seres vivo fiz  
1,8,22,  durar terra deixará haver semeadura colheita frio calor verão inverno dia noite  
1,9,1,  deus abençoou noé filhos fecundo multipliquemse encham terra  
1,9,2,  animais terra ave céu medo pavor move terra peixe mar entregue mão  
1,9,3,  move vive servirá alimento dei erva verde dou  
1,9,4,  carne vida sangue comer  
1,9,5,  requererei sangue sangue vida animal requererei humano requererei vida semelhante  
1,9,6,  derramar sangue pessoa sangue derramado pessoa deus fez humano imagem  
1,9,7,  fecundo multipliquemse povoem terra multipliquemse  
1,9,8,  deus noé filhos  
1,9,9,  estabeleço aliança descendência  
1,9,10,  seres vivo ave animais doméstico animais selvagens saíram arca animais terra  
1,9,11,  estabeleço aliança seres vivo destruído água dilúvio haverá dilúvio destruir terra  
1,9,12,  deus sinal aliança faço seres vivo futuras gerações  
1,9,13,  porei arco nuvens sinal aliança terra  
1,9,14,  trouxer nuvens terra nela aparecer arco  
1,9,15,  lembrarei aliança firmada seres vivo espécie água tornarão dilúvio destruir seres vivo  
1,9,16,  arco estará nuvens verei lembrarei aliança eterna deus seres vivo espécie terra  
1,9,17,  deus noé sinal aliança estabelecida seres vivo terra  
1,9,18,  filhos noé saíram arca cam jafé cam pai canaã  
1,9,19,  três filhos noé partir povoou terra  
1,9,20,  noé agricultor passou plantar vinha  
1,9,21,  beber vinho embriagouse ficou nu tenda  
1,9,22,  cam pai canaã nudez pai contar dois irmão  
1,9,23,  jafé pegaram capa puseramna ombro andar costa rosto desviado cobriram nudez pai vissem  
1,9,24,  noé despertou vinho soube filho moço  
1,9,25,  maldito canaã servo servo irmão  
1,9,26,  continuou bendito senhor deus canaã servo  
1,9,27,  deus engrandeça jafé habite tenda canaã servo  
1,9,28,  noé dilúvio viveu trezentos cinquenta ano  
1,9,29,  dia noé novecentos cinquenta ano morreu  
1,10,1,  gerações cam jafé filhos noé nasceram filhos dilúvio  
1,10,2,  filhos jafé gomer magogue madai javã tubal meseque tira  
1,10,3,  filhos gomer asquenaz rifate togarma  
1,10,4,  filhos javã elisá társis quitim dodanim  
1,10,5,  repartiram ilha nações terra língua família nações  
1,10,6,  filhos cam cuxe mizraim pute canaã  
1,10,7,  filhos cuxe sebá havilá sabtá raamá sabtecá filhos raamá sabá dedã  
1,10,8,  cuxe gerou ninrode começou poderoso terra  
1,10,9,  valente caçador senhor daí dizerse ninrode poderoso caçador senhor  
1,10,10,  princípio reino babel ereque acade calné terra sinar  
1,10,11,  daquela terra assíria edificou nínive reoboteir calá  
1,10,12,  nínive calá cidade resém  
1,10,13,  mizraim gerou ludim anamim leabim naftuim  
1,10,14,  patrusim casluim descendem filisteu caftorim  
1,10,15,  canaã gerou sidom primogênito hete  
1,10,16,  jebuseu amorreu girgaseus  
1,10,17,  heveu arqueus sineus  
1,10,18,  arvadeus zemareus hamateus família cananeu espalharam  
1,10,19,  fronteira cananeu sidom ir gerar gaza indo sodoma gomorra admá zeboim lasa  
1,10,20,  filhos cam família língua terra nações  
1,10,21,  pai filhos héber irmão velho jafé nasceram filhos  
1,10,22,  filhos elão assur arfaxade lude arã  
1,10,23,  filhos arã uz hul geter má  
1,10,24,  arfaxade gerou salá salá gerou héber  
1,10,25,  héber nasceram dois filhos nome pelegue dia repartiu terra nome irmão joctã  
1,10,26,  joctã gerou almodá selefe hazarmavé jerá  
1,10,27,  hadorão uzal dicla  
1,10,28,  obal abimael sabá  
1,10,29,  ofir havilá jobabe filhos joctã  
1,10,30,  habitaram messa ir sefar montanha oriente  
1,10,31,  filhos família língua terra nações  
1,10,32,  família filhos noé gerações nações disseminadas nações terra dilúvio  
1,11,1,  terra língua maneira falar  
1,11,2,  homens partiram oriente encontraram planície terra sinar habitaram  
1,11,3,  disseram venham vamos tijolo queimálos tijolo serviram pedra betume argamassa  
1,11,4,  disseram venham vamos construir cidade torre cujo topo chegue céu tornemos célebre nome espalhado terra  
1,11,5,  senhor desceu cidade torre filhos homens construir  
1,11,6,  senhor povo língua começo haverá restrição planejam  
1,11,7,  venham vamos descer confundir língua falam entenda  
1,11,8,  senhor dispersou dali superfície terra pararam edificar cidade  
1,11,9,  cidade chamada babel senhor confundiu língua terra dali senhor dispersou superfície  
1,11,10,  gerações cem ano idade gerou arfaxade dois ano dilúvio  
1,11,11,  gerou arfaxade viveu quinhentos ano gerou filhos filha  
1,11,12,  arfaxade viveu trinta cinco ano gerou salá  
1,11,13,  gerou salá arfaxade viveu quatrocentos três ano gerou filhos filha  
1,11,14,  salá viveu trinta ano gerou héber  
1,11,15,  gerou héber salá viveu quatrocentos três ano gerou filhos filha  
1,11,16,  héber viveu trinta quatro ano gerou pelegue  
1,11,17,  gerou pelegue héber viveu quatrocentos trinta ano gerou filhos filha  
1,11,18,  pelegue viveu trinta ano gerou reú  
1,11,19,  gerou reú pelegue viveu duzentos nove ano gerou filhos filha  
1,11,20,  reú viveu trinta dois ano gerou serugue  
1,11,21,  gerou serugue reú viveu duzentos sete ano gerou filhos filha  
1,11,22,  serugue viveu trinta ano gerou naor  
1,11,23,  gerou naor serugue viveu duzentos ano gerou filhos filha  
1,11,24,  naor viveu vinte nove ano gerou tera  
1,11,25,  gerou tera naor viveu cento dezenove ano gerou filhos filha  
1,11,26,  tera viveu setenta ano gerou abrão naor harã  
1,11,27,  gerações tera tera gerou abrão naor harã harã gerou ló  
1,11,28,  harã morreu terra nascimento ur caldeu estar tera pai vivo  
1,11,29,  abrão naor tomaram mulheres mulher abrão chamava sarai mulher naor milca filha harã pai milca iscá  
1,11,30,  sarai estéril filhos  
1,11,31,  tera tomou abrão filho ló filho harã filho filho sarai nora mulher filho abrão saiu ur caldeu ir terra canaã harã ficaram  
1,11,32,  haver tera vivido duzentos cinco ano morreu harã  
1,12,1,  senhor abrão saia terra parentela casa pai vá terra mostrarei  
1,12,2,  farei nação abençoarei engrandecerei nome bênção  
1,12,3,  abençoarei abençoarem amaldiçoarei amaldiçoar bendita família terra  
1,12,4,  partiu abrão senhor ordenado ló abrão setenta cinco ano saiu harã  
1,12,5,  abrão levou consigo mulher sarai sobrinho ló bens haviam adquirido pessoa acrescentada harã partiram terra canaã chegaram  
1,12,6,  abrão atravessou terra siquém carvalho moré nesse tempo cananeu habitavam terra  
1,12,7,  senhor apareceu abrão darei terra descendência abrão edificou altar senhor aparecido  
1,12,8,  passar dali monte leste betel armou tenda ficando betel leste ai oeste edificou altar senhor invocou nome senhor  
1,12,9,  abrão partiu dali ir direção neguebe  
1,12,10,  fome naquela terra abrão egito ficar fome terra  
1,12,11,  aproximava egito entrar sarai mulher sei mulher bonita  
1,12,12,  egípcio virem dizer mulher matar deixar vida  
1,12,13,  diga irmã tratem amor conservem vida  
1,12,14,  abrão entrado egito egípcio viram mulher fato bonita  
1,12,15,  príncipe faraó viram elogiála faraó mulher levada casa faraó  
1,12,16,  tratou abrão veio ovelha boi jumento escravo escrava jumenta camelo  
1,12,17,  senhor puniu faraó casa praga sarai mulher abrão  
1,12,18,  faraó chamou abrão que fez comigo que mulher  
1,12,19,  que irmã tomei mulher mulher tomea vá embora daqui  
1,12,20,  faraó deu ordens servo respeito abrão acompanharam mulher possuía  
1,13,1,  abrão saiu egito neguebe mulher ló  
1,13,2,  abrão rico possuía gado prata ouro  
1,13,3,  fez jornada neguebe betel lugar armado tenda betel ai  
1,13,4,  lugar altar anteriormente abrão invocou nome senhor  
1,13,5,  ló ia abrão rebanho gado tenda  
1,13,6,  terra sustentálo morassem junto bens maneira morar companhia  
1,13,7,  desentendimento pastores gado abrão pastores gado ló nesse tempo cananeu ferezeu habitavam terra  
1,13,8,  abrão ló haver conflito pastores pastores parente chegado  
1,13,9,  terra peço afaste irei irei  
1,13,10,  ló ergueu olho viu campina jordão bemregada jardim senhor terra egito região zoar haver senhor destruído sodoma gomorra  
1,13,11,  ló escolheu campina jordão partiu oriente separaramse  
1,13,12,  abrão habitou terra canaã ló morar cidade campina ia armar tenda sodoma  
1,13,13,  moradores sodoma mau pecadores senhor  
1,13,14,  senhor abrão ló separou erga olho olhe norte sul leste oeste  
1,13,15,  terra darei descendência  
1,13,16,  farei descendência pó terra maneira puder contar pó terra possível contar descendente  
1,13,17,  levantese percorra terra comprimento largura darei  
1,13,18,  abrão mudar tenda morar carvalhais manre junto hebrom edificou altar senhor  
1,14,1,  naquele tempo anrafel rei sinar arioque rei elasar quedorlaomer rei elão tidal rei goim  
1,14,2,  fizeram guerra bera rei sodoma birsa rei gomorra sinabe rei admá semeber rei zeboim rei bela chamada zoar  
1,14,3,  ajuntaram vale sidim fica mar salgado  
1,14,4,  durante doze ano serviram quedorlaomer décimo terceiro rebelaram  
1,14,5,  décimo quarto ano veio quedorlaomer rei derrotaram refains asterotecarnaim zuzins hã emins savéquiriataim  
1,14,6,  horeu monte seir elparã junto deserto  
1,14,7,  passaram enmispate cades conquistaram terra amalequita amorreu moravam hazazomtamar  
1,14,8,  saíram rei sodoma gomorra admá zeboim bela zoar prepararam batalha vale sidim  
1,14,9,  quedorlaomer rei elão tidal rei goim anrafel rei sinar arioque rei elasar quatro rei cinco  
1,14,10,  vale sidim cheio poço betume rei sodoma gomorra fugiram caíram nesse poço restante fugiram monte  
1,14,11,  rei vitorioso pegaram bens sodoma gomorra mantimento  
1,14,12,  apossaramse ló sobrinho abrão morava sodoma bens partiram  
1,14,13,  homem conseguiu escapar veio contou abrão hebreu morava junto carvalhais manre amorreu irmão escol aner aliados abrão  
1,14,14,  abrão soube sobrinho preso fez sair trezentos dezoito homens capazes nascido casa perseguiu inimigo dã  
1,14,15,  noite abrão dividiu homens grupo derrotou inimigo perseguiu hobá fica norte damasco  
1,14,16,  trouxe novo bens sobrinho ló bens mulheres povo  
1,14,17,  abrão regressava derrotar quedorlaomer rei rei sodoma encontro vale savé vale rei  
1,14,18,  melquisedeque rei salém trouxe pão vinho sacerdote deus altíssimo  
1,14,19,  abençoou abrão abrão abençoado deus altíssimo criou céu terra  
1,14,20,  bendito deus altíssimo entregou adversário mão abrão deu melquisedeque dízimo  
1,14,21,  rei sodoma abrão dême pessoa fique bens  
1,14,22,  abrão respondeu juro senhor deus altíssimo criou céu terra  
1,14,23,  tomarei fio correia sandália diga enriqueci abrão  
1,14,24,  quero rapazes comeram parte toca aner escol manre homens comigo fiquem parte  
1,15,1,  acontecimento palavra senhor veio abrão visão medo abrão escudo darei recompensa  
1,15,2,  abrão respondeu senhor deus dará continuo filhos herdeiro casa damasceno eliézer  
1,15,3,  abrão continuou descendência servo nascido casa herdeiro  
1,15,4,  palavra senhor veio herdeiro contrário gerado herdeiro  
1,15,5,  senhor levouo olhe céu conte estrela puder contálas posteridade  
1,15,6,  abrão creu senhor atribuído justiça  
1,15,7,  senhor senhor tirei ur caldeu dar terra herança  
1,15,8,  abrão perguntou senhor deus saberei vou herdar terra  
1,15,9,  senhor respondeu tragame novilha cabra cordeiro três ano rolinha pombinho  
1,15,10,  abrão trouxe animais cortouos pôs metade ave cortou  
1,15,11,  ave rapina desciam cadáveres abrão enxotava  
1,15,12,  pôr sol profundo sono caiu abrão pavor densa treva tomaram conta  
1,15,13,  senhor fique saber certeza posteridade peregrina terra alheia reduzida escravidão afligida durante quatrocentos ano  
1,15,14,  castigarei nação escravizar sairão riqueza  
1,15,15,  irá junto pai paz sepultado boa velhice  
1,15,16,  quarta geração voltarão medida iniquidade amorreu encheu  
1,15,17,  sol pôs densa treva fogareiro fumegante tocha fogo passaram pedaço animais  
1,15,18,  naquele dia senhor fez aliança abrão descendência dei terra rio egito rio eufrates  
1,15,19,  terra queneu quenezeu cadmoneus  
1,15,20,  heteu ferezeu refains  
1,15,21,  amorreu cananeu girgaseus jebuseu  
1,16,1,  sarai mulher abrão dava filhos serva egípcia chamada agar  
1,16,2,  sarai abrão senhor impediu dar luz filhos tome serva possa filhos abrão concordou plano sarai  
1,16,3,  sarai mulher abrão tomou agar serva egípcia deu mulher abrão marido morar durante dez ano terra canaã  
1,16,4,  relações agar ficou grávida saber grávida agar começou olhar desprezo senhora  
1,16,5,  sarai abrão afronta pus serva braço engravidou olha desprezo senhor julgue  
1,16,6,  abrão respondeu sarai continua controle serva faça parecer sarai humilhou agar fugiu presença  
1,16,7,  anjo senhor encontrou junto fonte água deserto junto fonte caminho sur  
1,16,8,  perguntoulhe agar serva sarai vem vai respondeu fujo presença sarai senhora  
1,16,9,  anjo senhor volte senhora sujeitese  
1,16,10,  anjo senhor aumentarei descendência maneira numerosa poderá contada  
1,16,11,  anjo senhor continuou grávida dará luz filho chamará ismael senhor ouviu grito aflição  
1,16,12,  homens jumento selvagem mão mão habitará irmão  
1,16,13,  agar deu senhor falado nome é deus vê dizia neste lugar olhei vê  
1,16,14,  poço chama beerlaairoi fica cades berede  
1,16,15,  agar deu luz filho abrão abrão chamou ismael filho agar deu  
1,16,16,  abrão oitenta sei ano agar deu luz ismael  
1,17,1,  abrão atingiu idade noventa nove ano senhor apareceu deus todopoderoso ande presença perfeito  
1,17,2,  farei aliança darei descendência numerosa  
1,17,3,  abrão prostrou rosto terra deus falou  
1,17,4,  aliança você pai nações  
1,17,5,  nome abrão abraão constituí pai nações  
1,17,6,  farei extraordinariamente fecundo farei surgir nações rei procederão  
1,17,7,  estabelecerei aliança descendência decurso gerações aliança perpétua deus deus descendência  
1,17,8,  darei descendência terra estrangeiro terra canaã propriedade perpétua deus  
1,17,9,  deus abraão guarde aliança descendência decurso gerações  
1,17,10,  aliança guardarão descendência sexo masculino circuncidado  
1,17,11,  circuncidar carne prepúcio servirá sinal aliança  
1,17,12,  menino oito dia circuncidado sexo masculino gerações circuncidado escravo nascido casa comprado qualquer estrangeiro linhagem  
1,17,13,  circuncidado nasceu casa comprou dinheiro aliança estará carne aliança perpétua  
